0.479182314	0.05769407	0
0.500141804	0.065638484	0
0.521427087	0.085825054	0
0.521584985	0.058138918	0
0.542982675	0.105383913	0
0.542581129	0.076999689	0
0.543543602	0.057192476	0
0.564538263	0.124942773	0
0.564136717	0.096558548	0
0.564182097	0.077045069	0
0.565144569	0.057237856	0
0.58609385	0.144501632	0
0.585692304	0.116117408	0
0.585737684	0.096603928	0
0.585783065	0.077090449	0
0.586935618	0.05647057	0
0.607649438	0.164060492	0
0.607247892	0.135676267	0
0.607293272	0.116162788	0
0.607338652	0.096649308	0
0.607384032	0.077135829	0
0.608537231	0.05623877	0
0.629205025	0.183619351	0
0.62880348	0.155235127	0
0.62884886	0.135721647	0
0.62889424	0.116208168	0
0.62893962	0.096694689	0
0.628985	0.077181209	0
0.630138198	0.05628415	0
0.650760613	0.203178211	0
0.650359067	0.174793986	0
0.650404447	0.155280507	0
0.650449828	0.135767027	0
0.650495208	0.116253548	0
0.650540588	0.096740069	0
0.650585968	0.077226589	0
0.651550778	0.056414137	0
0.66389938	0.052197355	0
0.672316201	0.222737071	0
0.671914655	0.194352846	0
0.671960035	0.174839366	0
0.672005415	0.155325887	0
0.672050795	0.135812408	0
0.672096176	0.116298928	0
0.672141556	0.096785449	0
0.672186936	0.07727197	0
0.677031844	0.058064234	0
0.685500348	0.052242735	0
0.693871788	0.24229593	0
0.693470242	0.213911705	0
0.693515623	0.194398226	0
0.693561003	0.174884746	0
0.693606383	0.155371267	0
0.693651763	0.135857788	0
0.693697143	0.116344308	0
0.693742524	0.096830829	0
0.693787904	0.07731735	0
0.69863327	0.057912508	0
0.708031552	0.051033514	0
0.715427376	0.26185479	0
0.71502583	0.233470565	0
0.71507121	0.213957085	0
0.71511659	0.194443606	0
0.715161971	0.174930127	0
0.715207351	0.155416647	0
0.715252731	0.135903168	0
0.715298111	0.116389689	0
0.715343491	0.096876209	0
0.715388872	0.07736273	0
0.720095261	0.059078641	0
0.728804492	0.050604098	0
0.736982964	0.281413649	0
0.736581418	0.253029424	0
0.736626798	0.233515945	0
0.736672178	0.214002465	0
0.736717558	0.194488986	0
0.736762938	0.174975507	0
0.736808319	0.155462028	0
0.736853699	0.135948548	0
0.736899079	0.116435069	0
0.736944459	0.09692159	0
0.736989839	0.07740811	0
0.741696229	0.059124021	0
0.750405666	0.050560781	0
0.758538551	0.300972509	0
0.758137005	0.272588284	0
0.758182385	0.253074804	0
0.758227766	0.233561325	0
0.758273146	0.214047846	0
0.758318526	0.194534366	0
0.758363906	0.175020887	0
0.758409286	0.155507408	0
0.758454667	0.135993928	0
0.758500047	0.116480449	0
0.758545427	0.09696697	0
0.758590807	0.07745349	0
0.762838275	0.060483069	0
0.772075082	0.049320183	0
0.780094139	0.320531368	0
0.779692593	0.292147143	0
0.779737973	0.272633664	0
0.779783353	0.253120184	0
0.779828733	0.233606705	0
0.779874114	0.214093226	0
0.779919494	0.194579747	0
0.779964874	0.175066267	0
0.780010254	0.155552788	0
0.780055634	0.136039309	0
0.780101015	0.116525829	0
0.780146395	0.09701235	0
0.780191775	0.077498871	0
0.784439242	0.06052845	0
0.79367605	0.049365563	0
0.801649726	0.340090228	0
0.801248181	0.311706003	0
0.801293561	0.292192523	0
0.801338941	0.272679044	0
0.801384321	0.253165565	0
0.801429701	0.233652085	0
0.801475081	0.214138606	0
0.801520462	0.194625127	0
0.801565842	0.175111647	0
0.801611222	0.155598168	0
0.801656602	0.136084689	0
0.801701982	0.116571209	0
0.801747363	0.09705773	0
0.801792743	0.077544251	0
0.80604021	0.06057383	0
0.815606249	0.048575826	0
0.823205314	0.359649087	0
0.822803768	0.331264862	0
0.822849148	0.311751383	0
0.822894529	0.292237904	0
0.822939909	0.272724424	0
0.822985289	0.253210945	0
0.823030669	0.233697466	0
0.823076049	0.214183986	0
0.823121429	0.194670507	0
0.82316681	0.175157028	0
0.82321219	0.155643548	0
0.82325757	0.136130069	0
0.82330295	0.11661659	0
0.82334833	0.09710311	0
0.823393711	0.077589631	0
0.826701651	0.062517909	0
